Course Name,Category,Subcategory,Overall Rating,Number of Ratings,Students Enrolled,Created By,Last Update,Language,Number of Translations,Original Price,Discounted Price,Course Duration,Number of Lessons
"Learn Solidity in 2 Hours, Become a Blockchain Developer",Programming Languages,Solidity,4.3,38,189,Christo Abhinav Kumar,4.2022,English,English [Auto],ג‚×69.90,ג‚×43.90,2.5 hours,None
"IBM Masterclass- Bluemix, Watson, Cloudant and more",Web Development,IBM Cloud (Bluemix),2.8,38,765,Harshit Srivastava,5.2022,English,English [Auto],ג‚×69.90,ג‚×43.90,6.5 hours,2
High-level System Design Bootcamp (2023),Software Engineering,System Design Interview,4.4,38,637,Anshul Khanna,7.2022,English,English [Auto],ג‚×69.90,ג‚×43.90,2.5 hours,None
The Ultimate C++ Advanced Course | 2022,Programming Languages,C++,4.1,38,"4,238",Alaaeldin Mohamed,7.2022,English,,ג‚×319.90,ג‚×43.90,7.5 hours,None
Python course: Learn Python Programming Language,Programming Languages,Python,4,38,244,Prof. Venkata L Raju Vatsavayi,8.2022,English,English [Auto],ג‚×69.90,ג‚×43.90,1 hour,None
HTML CSS JavaScript Course for UI/UX Modern Web Developers,Web Development,Web Development,4.6,38,"1,387",Metla Sudha Sekhar,8.2022,English,English [Auto],ג‚×349.90,ג‚×43.90,18 hours,None
Python for Red-Blue Teams from Scratch 2022,Programming Languages,Python,4.5,38,239,Hamed Mehdi,9.2022,English,English [Auto],ג‚×179.90,ג‚×43.90,4 hours,None
2023 Flutter Beginners Course(No rubbish),Mobile Development,Google Flutter,4.2,38,366,Shashwat Singh,9.2022,English,English [Auto],ג‚×69.90,ג‚×43.90,3.5 hours,None
The Complete Python Bootcamp 2023 - Automate Anything!,Programming Languages,Python,4.8,38,361,Dean Taylor,10.2022,English,English [Auto],ג‚×209.90,ג‚×43.90,26 hours,2
Learn JavaScript Quick start Guide for Beginners,Programming Languages,JavaScript,4.8,38,"3,813",Laurence Svekis,11.2022,English,English [Auto],ג‚×349.90,ג‚×43.90,9.5 hours,5
RA: Supply Chain Applications with R & Shiny: Inventory.,Software Engineering,Supply Chain,4.4,38,"7,200",Haytham Omar-Ph.D,11.2022,English,English [Auto],ג‚×329.90,ג‚×43.90,18 hours,None
React JS For Beginner Convert Any HTML Site To React JS,Web Development,React JS,4.9,38,252,Kazi Ariyan,11.2022,English,English [Auto],ג‚×349.90,ג‚×43.90,8.5 hours,1
Managing Frappe/ERPNext Custom Code via GitHub,Software Development Tools,GitHub,4.4,38,"1,137",Geoffrey Karani,11.2022,English,English [Auto],ג‚×139.90,None,1 hour,None
"Build Serverless App with AWS Lambda, DynamoDb, API Gateway",Web Development,AWS Lambda,3.8,38,597,Harshit Srivastava,11.2022,English,English [Auto],ג‚×69.90,ג‚×43.90,4 hours,1
TDD Fundamentals in C#,Software Engineering,TDD Test Driven Development,4.8,38,238,DevFluence .,11.2022,English,English [Auto],ג‚×349.90,ג‚×43.90,10 hours,10
OpenCV with Python (Computer Vision),Data Science,OpenCV,4.4,38,153,Pooja Dhouchak,11.2022,English,English [Auto],ג‚×69.90,ג‚×43.90,4 hours,None
Advanced Reinforcement Learning in Python: cutting-edge DQNs,Data Science,Reinforcement Learning,4.5,38,805,Escape Velocity Labs,12.2022,English,English [Auto],ג‚×399.90,ג‚×45.90,8.5 hours,13
Intro to Python: Learn while developing a pac-man game,Game Development,Python,4.9,38,"1,975",Maurֳ­cio Aniche,12.2022,English,English [Auto],ג‚×69.90,ג‚×43.90,2.5 hours,None
Build an AI Web App with OpenAI's GPT-3: Full SaaS Tutorial,Web Development,Full Stack Web Development,4.2,38,443,Alvin Eizner,1.2023,English,English [Auto],ג‚×299.90,ג‚×43.90,2.5 hours,6
JIRA for Software Testers-2023 | Must for QA/Tester/Freshers,Software Testing,Automation,4.7,38,"1,497",Testing World Infotech,1.2023,English,English [Auto],ג‚×69.90,ג‚×43.90,5 hours,None
React JS Portfolio Project - React Training for Beginners,Web Development,React JS,4.4,38,309,Oleksandr Kocherhin,1.2023,English,English [Auto],ג‚×69.90,ג‚×43.90,2 hours,2
Developing and Deploying Applications with Streamlit,Data Science,Streamlit,3.3,38,"14,041",Avinash A,2.2023,English,English [Auto],ג‚×69.90,ג‚×43.90,4 hours,1
"Nodejs, Express, Typescript, MongoDb & more: The real path",Web Development,Node.Js,4.5,38,205,Aymen kani,3.2023,English,English [Auto],ג‚×299.90,ג‚×43.90,19.5 hours,19
Python for Natural Language Processing (NLP),Data Science,Natural Language Processing,4.9,38,"6,126",Onur Baltacִ±,3.2023,English,English [Auto],ג‚×69.90,ג‚×43.90,3 hours,5
Github Actions: Become the Jedi of CI/CD 2023,Software Development Tools,GitHub,4.8,38,"3,064",Hilmi Cihan Yִ±ldִ±rִ±m,3.2023,English,"English [Auto], French, 2 more",ג‚×69.90,ג‚×43.90,4.5 hours,None
Java Web Services and REST API with Angular Frontend,Web Development,Java Web Services,4.5,38,"11,007",Mark Nielsen,4.2023,English,English [Auto],ג‚×349.90,ג‚×43.90,2 hours,None
WordPress Gutenberg Editor - Master The Basics & Beyond,Web Development,None,4.3,38,228,Steve Dougherty,4.2023,English,English [Auto],ג‚×179.90,ג‚×43.90,7.5 hours,None
Tkinter Python & Python GUI with Real Tkinter Applications,Programming Languages,TkInter,4.7,38,155,Oak Academy,4.2023,English,English [Auto],ג‚×349.90,ג‚×43.90,8.5 hours,2
Chat GPT for Teachers in Education,Data Science,ChatGPT,4.4,38,164,Allison McCrary,4.2023,English,English [Auto],ג‚×123.90,ג‚×43.90,1 hour,1
Selenium WebDriver 4 - New Features in Detail! - [NEW: 2023],Software Testing,Selenium WebDriver,4.9,38,376,Gianni Bruno,5.2023,English,,ג‚×69.90,ג‚×43.90,11 hours,7
ASP .Net Core 5 Web APIs Using DB First [In-depth in 8 Days],Web Development,ASP.NET Core,4.5,38,"6,936",Manzoor Ahmed,5.2023,English,,ג‚×69.90,ג‚×43.90,9 hours,None
Learn how to make websites from scratch to live,Web Development,Web Design,4.9,38,"1,520",Annie Ring,5.2023,English,English [Auto],ג‚×69.90,ג‚×43.90,2.5 hours,None
Learn Oracle Visual Builder by examples,Web Development,Oracle Visual Builder,4.5,38,334,Ankur Jain,5.2023,English,English [Auto],ג‚×319.90,None,12.5 hours,None
Develop a WebView android app for your website from scratch,Mobile Development,Android Development,4.1,37,"2,729",Skill Valley,9.2015,English,English [Auto],ג‚×69.90,ג‚×43.90,1 hour,3
MATLAB Projects with iPhone & iOS Sensors,Software Engineering,MATLAB,3.8,37,"1,859",Joe Papa,5.2016,English,English [Auto],ג‚×329.90,ג‚×43.90,2 hours,None
Git / GitHub Beginners Bibleג„¢ - Master the Basics in 1 day!,Software Development Tools,Git,3.7,37,"2,053",Varun Joshi,7.2016,English,English,ג‚×179.90,ג‚×43.90,1 hour,4
Build WordPress Plugin to extend Beaver Builder,Web Development,WordPress,4.5,37,"1,797",Jon Mather,7.2016,English,,ג‚×179.90,ג‚×43.90,2 hours,None
Big Data Internship Program - Data Processing - Hive and Pig,Software Development Tools,Big Data,4.5,37,779,Big Data Trunk,1.2017,English,English [Auto],ג‚×69.90,ג‚×43.90,2 hours,8
Learning Path: Jupyter: Interactive Computing with Jupyter,Database Design & Development,Jupyter Notebook,3.3,37,290,Packt Publishing,4.2017,English,English [Auto],ג‚×349.90,ג‚×43.90,2.5 hours,None
Learn 2D Character Animation for Games with Blender & Unity,Game Development,2D Animation,3.9,37,515,3dmotive LLC,4.2017,English,English [Auto],ג‚×69.90,ג‚×43.90,5 hours,2
Pro data science in Python,Data Science,Python,4,37,499,Francisco Juretig,4.2017,English,English [Auto],ג‚×179.90,ג‚×43.90,11.5 hours,None
Learning Path: Unreal Engine: Develop Classic and RTS Games,Game Development,Unreal Engine,4.3,37,537,Packt Publishing,4.2017,English,English [Auto],ג‚×349.90,ג‚×43.90,11 hours,None
Learning Path: From Python Programming to Data Science,Data Science,Python,3.5,37,402,Packt Publishing,5.2017,English,English [Auto],ג‚×349.90,ג‚×43.90,21 hours,None
Master Microsoft Azure,Software Development Tools,Microsoft Azure,3.9,37,224,Simply edukator,6.2017,English,English [Auto],ג‚×105.90,ג‚×43.90,5 hours,None
Java for Beginners (A visual guide),Programming Languages,Java,4.6,37,150,Sassan Behzadi,9.2017,English,English [Auto],ג‚×123.90,ג‚×43.90,3 hours,None
How to Get a Job as a Web Developer - Start Your Career,Web Development,Web Development,4.3,37,263,Adria Jimenez,11.2017,English,English [Auto],ג‚×349.90,ג‚×43.90,2 hours,None
Learning path: React: Master Design Patterns with React,Web Development,React JS,4.2,37,244,Packt Publishing,11.2017,English,English [Auto],ג‚×349.90,ג‚×43.90,7.5 hours,None
Getting Started with MATLAB Machine Learning,Database Design & Development,MATLAB,3.5,37,159,Packt Publishing,12.2017,English,English [Auto],ג‚×349.90,ג‚×43.90,2 hours,None
How to Start a Travel Blog,Web Development,Blogging,4.5,37,286,John Dionysiou,1.2018,English,English [Auto],ג‚×349.90,ג‚×43.90,4.5 hours,None
Webpack for React Applications,Web Development,React JS,3.2,37,242,Packt Publishing,2.2018,English,English [Auto],ג‚×349.90,ג‚×43.90,3.5 hours,None
How FlexBox and CSS Grid replaces CSS Floats? with Example,Web Development,CSS Flexbox,4.6,37,"2,067",Abhilash PIllai,3.2018,English,English,ג‚×89.90,ג‚×43.90,1 hour,None
Advanced Web Development with Django,Web Development,Django,3.5,37,228,Packt Publishing,4.2018,English,English [Auto],ג‚×349.90,ג‚×43.90,3 hours,None
E Commerce Website Development In PHP With PDO,Web Development,PDO,4.4,37,241,Mr. Azaz Aiyub Patel,5.2018,English,,ג‚×179.90,ג‚×43.90,34 hours,None
Easy way to set Oracle Active Dataguard,Database Design & Development,Oracle Data Guard,4.1,37,392,Luis Diaz,5.2018,English,,ג‚×69.90,ג‚×43.90,3.5 hours,1
"Introduction to SAP HANA, HANA Database & ADT for Beginners",Database Design & Development,SAP HANA,4,37,168,ZAP Yard,11.2018,English,,ג‚×179.90,ג‚×43.90,1 hour,None
iOS 12 & Swift 4.2 - Complete Developer Course,Mobile Development,Swift,4.6,37,272,Aaron Caines,12.2018,English,English [Auto],ג‚×349.90,ג‚×43.90,42.5 hours,1
Machine Learning Made Easy : Beginner to Expert using Python,Data Science,Machine Learning,4.7,37,213,Statinfer Solutions,1.2019,English,English,ג‚×349.90,ג‚×43.90,12.5 hours,None
"Python 3: Tools, Modules and JSON",Programming Languages,Python,4.6,37,314,Stone River eLearning,1.2019,English,English [Auto],ג‚×349.90,ג‚×43.90,4 hours,None
Learn MariaDB : A Beginner to Advanced Guide,Database Design & Development,MariaDB,3.7,37,237,Inflame Tech,2.2019,English,,ג‚×349.90,ג‚×43.90,2 hours,None
Unity3D : Build a Fully Featured Mobile Infinite Runner Game,Game Development,Unity,4,37,275,Husam Nujaim,6.2019,English,English [Auto],ג‚×349.90,ג‚×43.90,17.5 hours,2
Master Nuxt.js - A Vuejs framework by building projects,Web Development,Nuxt.js,4.5,37,253,Sarthak Shrivastava,8.2019,English,English [Auto],ג‚×349.90,ג‚×43.90,6 hours,None
"Using React, Bootstrap, and AWS Amplify to Build Apps",Web Development,React JS,3.9,37,314,Tyler Diderich,10.2019,English,English [Auto],ג‚×179.90,ג‚×43.90,4 hours,None
SQL Server Tutorial,Database Design & Development,SQL Server,4.6,37,"4,479",Alper ֳ‡ELִ°K,10.2019,English,English [Auto],ג‚×349.90,ג‚×43.90,6 hours,None
CUDA GPU Programming Beginner To Advanced,Programming Languages,CUDA,2.5,37,214,The Startup Central Co.,10.2019,English,English [Auto],ג‚×349.90,ג‚×43.90,2 hours,None
E-Commerce in Codeigniter step by step guide from scratch,Web Development,CodeIgniter,3.7,37,189,Shakzee Arain,12.2019,English,English [Auto],ג‚×69.90,ג‚×43.90,13 hours,None
Website Speed Optimization - Front-end + WordPress,Web Development,Front End Web Development,4.3,37,178,Mateusz Skrzypczak,2.202,English,English,ג‚×105.90,ג‚×43.90,3.5 hours,None
Student Registration System in PHP With Admin Panel,Web Development,PHP,3.6,37,145,Software Engineer,2.202,English,,ג‚×349.90,ג‚×43.90,5 hours,None
Exclusive : Pointers and Structures with simple Examples,Programming Languages,Programming Fundamentals,4.7,37,"1,476",Atchyut Kumar,3.202,English,English [Auto],ג‚×349.90,ג‚×43.90,2 hours,None
Machine Learning Entrepreneurship - Applied Data Science,Data Science,Machine Learning,4.8,37,262,Manuel Amunategui,3.202,English,English [Auto],ג‚×249.90,None,4 hours,2
50 Things You've Been Doing Wrong in C# and .NET Core,Web Development,ASP.NET,4.1,37,314,Packt Publishing,3.202,English,English,ג‚×349.90,ג‚×43.90,3 hours,None
MongoDB Interview Questions & Answers,Database Design & Development,MongoDB,4,37,"4,782",Uplatz Training,3.202,English,English [Auto],ג‚×349.90,ג‚×43.90,40 mins,None
A Complete React Native Course - Redux - Context API - 2020,Programming Languages,React Native,4.3,37,"11,421",Usaid Ather,4.202,English,English [Auto],ג‚×69.90,ג‚×43.90,7 hours,None
RPG Maker For Beginners,Game Development,RPG Maker,4.8,37,162,Michael McGuire,5.202,English,English [Auto],ג‚×89.90,ג‚×43.90,3 hours,None
The Complete Cyber Security Course for Beginners 2023,Web Development,Web Development,4.2,37,"2,890",Ameen Bineabade,6.202,English,English [Auto],ג‚×399.90,None,1.5 hours,None
Build RESTful Web Applications with Node.JS and Express,Web Development,Node.Js,3.8,37,"4,295",M Darwish,6.202,English,English [Auto],ג‚×69.90,ג‚×43.90,3 hours,None
The Software Architecture and Design Course for Beginners,Software Engineering,Software Architecture,3,37,"3,092",Online Courses Institute,6.202,English,English [Auto],ג‚×69.90,ג‚×43.90,34 mins,None
Houdini 18 - Procedural Prop Modeling - Chinese Knife,Game Development,Houdini Software,4.8,37,194,Indie - Pixel,6.202,English,English [Auto],ג‚×69.90,ג‚×43.90,4.5 hours,None
MySQL Tutorial for Beginners | Learn MySQL,Data Science,MySQL,3.7,37,"3,018",Programming Knowledge,7.202,English,English [Auto],ג‚×179.90,ג‚×43.90,4.5 hours,None
PHP Development with the Laravel Framework,Web Development,Laravel,3.9,37,"1,645",Stone River eLearning,8.202,English,English [Auto],ג‚×179.90,ג‚×43.90,3.5 hours,1
Webpack 5: Getting Started 2020,Web Development,React JS,3.9,37,237,Eyas Mattar,8.202,English,English [Auto],ג‚×349.90,ג‚×43.90,4.5 hours,2
"Automation Framework-Selenium,Java,Cucumber,TestNg & Jenkins",Software Testing,Selenium Testing Framework,4,37,214,Vineet N,10.202,English,English [Auto],ג‚×105.90,ג‚×43.90,20 hours,9
Build Web-App without writing single Line of Code,Web Development,Bubble Visual Programming,4.1,37,"9,210",Trynocode,11.202,English,English [Auto],ג‚×69.90,ג‚×43.90,3.5 hours,None
"Data Science with ML, AI, GUI & VUI with Libraries of Python",Data Science,Data Science,4.8,37,533,Piyushh n Dave,11.202,English,,ג‚×89.90,ג‚×43.90,16.5 hours,None
Deep Learning with Keras,Data Science,Keras,3.5,37,"12,595",Uplatz Training,1.2021,English,English [Auto],ג‚×349.90,ג‚×43.90,13 hours,None
Manual Testing,Software Testing,Software Testing,2.7,37,493,Sulaiman Siddiqi,1.2021,English,English [Auto],ג‚×123.90,ג‚×43.90,1.5 hours,None
Learn PHP and develop Projects.,Web Development,PHP,4.5,37,"2,673",Ranjeet Karki,2.2021,English,English [Auto],ג‚×69.90,ג‚×43.90,4.5 hours,None
Amazon S3 - Master course,Web Development,Amazon S3,3.5,37,"4,193",Harshavardhan Nara,3.2021,English,English [Auto],ג‚×69.90,ג‚×43.90,2 hours,None
Technical Writing: Common DITA XML Map and Topic Elements,Software Engineering,DITA (Darwin Information Typing Architecture),4.4,37,"3,824",JPDocu School of Technical Writing,4.2021,English,English,ג‚×179.90,ג‚×43.90,2 hours,1
Learn PHP By Building A Web Application(Result Checking App),Web Development,Web Development,4,37,"6,089",Kelsey Grange,4.2021,English,English [Auto],ג‚×69.90,ג‚×43.90,12.5 hours,None
SQL Server DBA Essentials for beginners,Database Design & Development,SQL Server,3.9,37,636,Bluelime Learning Solutions,6.2021,English,English [Auto],ג‚×349.90,ג‚×43.90,3 hours,1
"Interview Faqs & Ans: Javascript, NodeJS, ReactJS, AngularJS",Programming Languages,JavaScript,2.8,37,"3,956",Satish Venkatesh,7.2021,English,English [Auto],ג‚×69.90,ג‚×43.90,4.5 hours,14
Introduction to Artificial Intelligence in Unity,Game Development,Artificial Intelligence,4.3,37,509,Gianny Dantas,8.2021,English,English [Auto],ג‚×349.90,ג‚×43.90,7 hours,7
Angular and Laravel: Breaking a Monolith to Microservices,Web Development,Microservices,3.9,37,317,Antonio Papa,8.2021,English,English [Auto],ג‚×349.90,ג‚×43.90,15.5 hours,None
The Complete GameMaker Studio 2 Multiplayer Course,Game Development,GameMaker Studio,3.4,37,"1,831",Suspendee Studios,9.2021,English,English [Auto],ג‚×89.90,ג‚×43.90,2.5 hours,5
Getting Started With UiPath Robotic Process Automation (RPA),No-Code Development,UiPath Certified RPA Associate (UiRPA),4.6,37,336,Dr. Umesh Dutta,9.2021,English,English [Auto],ג‚×349.90,ג‚×43.90,6.5 hours,None
Become a full-stack C# developer,Web Development,.NET,4,37,"8,836",Taurius Litvinavicius,9.2021,English,English [Auto],ג‚×259.90,ג‚×43.90,11 hours,None
JavaScript AJAX JSON API for Beginners Learn JavaScript ES6,Software Development Tools,JavaScript,4.5,37,"1,817",Laurence Svekis,11.2021,English,English [Auto],ג‚×69.90,ג‚×43.90,2 hours,19
Data Visualization with Python: Crash Course,Data Science,Data Visualization,4.2,37,"3,985",Pranjal Srivastava,11.2021,English,English [Auto],ג‚×69.90,ג‚×43.90,1 hour,None
Data Science for Beginners: Data Science Intro Course,Data Science,Data Science,3.7,37,163,Ermin Dedic,11.2021,English,English [Auto],ג‚×349.90,ג‚×43.90,3 hours,2
Learn IAC (Infrastructure As Code) Terraform,No-Code Development,Infrastructure as Code,3.3,37,"6,200",Musab Zayadneh,1.2022,English,English [Auto],ג‚×349.90,ג‚×43.90,3 hours,1
Learn CNC (Operating+Setting) in English,Programming Languages,CNC,4.1,37,158,Mech Trainers,3.2022,English,English,ג‚×279.90,ג‚×43.90,2.5 hours,None
"PHP for Beginners Part 5: PHP, PDO, MySQL, jQuery AJAX",Web Development,MySQL,4.5,37,323,Coding Academy,4.2022,English,,ג‚×69.90,ג‚×43.90,1 hour,1
Python Projects (Level 1),Programming Languages,Python GUI,4.5,37,"1,796",Shambhavi Gupta,5.2022,English,English [Auto],ג‚×105.90,ג‚×43.90,5 hours,None
MySQL from basic to advance : Level Up Masterclass 2023.,Database Design & Development,SQL,3.2,37,"1,303",Atchyut Kumar,7.2022,English,English [Auto],ג‚×349.90,ג‚×43.90,6.5 hours,None
The Ultimate Chef Training Course: DevOps Automation,Software Development Tools,Chef Software,4.2,37,352,Robert Wilcox,8.2022,English,English [Auto],ג‚×349.90,ג‚×43.90,8.5 hours,1
"AWS Database- RDS, DynamoDB, Redshift, Neptune, Elasticache",Database Design & Development,AWS Databases,3.5,37,"1,121",Harshit Srivastava,10.2022,English,English [Auto],ג‚×69.90,ג‚×43.90,2.5 hours,1
Python Development Bootcamp: Build 30 Real World Projects,Programming Languages,Python,3.8,37,"2,432",Pianalytix .,10.2022,English,,ג‚×179.90,ג‚×43.90,48 hours,30
Deep Learning Foundation and Keras,Data Science,Deep Learning,3.4,37,"24,068",Uplatz Training,10.2022,English,English [Auto],ג‚×349.90,ג‚×43.90,22 hours,None
Natural Language Processing Real World Use-cases in Python,Data Science,Natural Language Processing,4,37,"12,386",Shan Singh,11.2022,English,English [Auto],ג‚×105.90,ג‚×43.90,10.5 hours,4
Vue js 3 From Novice To Professional (2022),Web Development,Vue JS,4.4,37,412,Eding Muhamad Saprudin,11.2022,English,English [Auto],ג‚×179.90,ג‚×43.90,14 hours,5
Practical Linear Regression in R for Data Science in R,Data Science,Regression Analysis,4.2,37,"7,020",Kate Alison,11.2022,English,English [Auto],ג‚×69.90,ג‚×43.90,3 hours,None
AWS CloudFormation - Beginner to Advanced (Hands-On Guide),Web Development,AWS CloudFormation,4.6,37,549,Rahul Trisal,11.2022,English,English [Auto],ג‚×69.90,ג‚×43.90,6 hours,None
Docker to Amazon AWS Deploy Java & .NET Apps with Travis CI,Software Development Tools,DevOps,4,37,"1,103",Leandro Costa,12.2022,English,English [Auto],ג‚×349.90,ג‚×43.90,4.5 hours,None
Build Complete School Management Software | Python PyQt5 SQL,Programming Languages,PyQt,4.6,37,301,Muthu Manavandi,12.2022,English,English [Auto],ג‚×69.90,ג‚×43.90,7 hours,6
React JS Practice Test For Personal Development,Web Development,React JS,4.3,37,"6,001",Nasrin Kona,12.2022,English,,ג‚×69.90,ג‚×43.90,3 practice tests,None
PHP with MySQL 2023: Build 7 PHP and MySQL Projects,Web Development,PHP,4.3,37,"12,028",Web Coding,12.2022,English,English [Auto],ג‚×69.90,ג‚×43.90,6 hours,None
Complete Practical .NET Core Worker Service Development,Web Development,.NET,3.9,37,242,Agus Kurniawan,1.2023,English,,ג‚×105.90,ג‚×43.90,2.5 hours,3
"MEAN Fullstack Trello clone: WebSocket, Socket IO",Web Development,Full Stack Web Development,4.9,37,463,Oleksandr Kocherhin,1.2023,English,English [Auto],ג‚×319.90,ג‚×43.90,9 hours,2
Certified Git Software Developer - Practice Tests - 2023,Software Development Tools,Git,4.4,37,"27,041",Paweֵ‚ Krakowiak,2.2023,English,,ג‚×69.90,ג‚×43.90,5 practice tests,None
React Native With React Hooks & React Query:High Performance,Mobile Development,React JS,2.9,37,"4,827",Mohamed Adel,2.2023,English,English [Auto],ג‚×349.90,ג‚×43.90,3 hours,1
OpenAI | Dall E | Chat GPT | Make Flutter Siri & Alexa Clone,Data Science,None,4.8,37,299,Coding Cafe,2.2023,English,English [Auto],ג‚×69.90,ג‚×43.90,2.5 hours,9
PHP MySQL Fundamentals from Scratch with Examples & Projects,Web Development,PHP,4.4,37,247,Pradnyankur Nikam,3.2023,English,English [Auto],ג‚×349.90,ג‚×43.90,16 hours,None
Amazon Cognito with AWS Cloud- Hands-on,Web Development,Amazon Cognito,3.1,37,"1,490",Harshit Srivastava,4.2023,English,English [Auto],ג‚×69.90,ג‚×43.90,2 hours,2
Data Management for Beginners - Main Principles,Database Design & Development,Data and Information Management,4.3,37,140,Artemakis Artemiou,4.2023,English,English [Auto],ג‚×349.90,ג‚×43.90,3 hours,1
Customer Choice Modeling with R,Data Science,R (programming language),3.5,36,360,Decision Quotient,8.2013,English,English [Auto],ג‚×105.90,ג‚×43.90,2 hours,None
Big Data,Data Science,Big Data,3.6,36,242,The Art Of Service,3.2015,English,English [Auto],ג‚×179.90,ג‚×43.90,3.5 hours,None
Learn SQLite Programming on Android Kitkat,Mobile Development,SQLite,4.6,36,"3,012",EDUmobile Academy,4.2015,English,"English [Auto], Polish [Auto], 1 more",ג‚×69.90,ג‚×43.90,2 hours,None
"Create Android and iOS App using HTML, CSS and JS",Mobile Development,Android Development,3.9,36,508,Samarth Agarwal,8.2015,English,,ג‚×105.90,ג‚×43.90,2.5 hours,None
Make Android Apps with Source Code - Power Workshop Series,Mobile Development,Android Development,4.2,36,"7,550",EDUmobile Academy,8.2015,English,English [Auto],ג‚×329.90,ג‚×43.90,2.5 hours,5
Successful website creation - everything you need to know,Web Development,Web Design,4.1,36,"12,346",Laurence Svekis,11.2015,English,English [Auto],ג‚×349.90,ג‚×43.90,1 hour,None
In Depth Web Development Made Easy,Web Development,Web Development,3.9,36,"3,277",Tommy Mertell,1.2016,English,English [Auto],ג‚×69.90,ג‚×43.90,6.5 hours,None
Learn QlikView with R Integration,Software Development Tools,Qlikview,3.1,36,281,Emin TUYLUCE,3.2016,English,English [Auto],ג‚×349.90,ג‚×43.90,2 hours,None
Learning WAMP Server Development With Infinite Skills,Web Development,Web Development,3.6,36,162,Infinite Skills,1.2017,English,English [Auto],ג‚×179.90,ג‚×43.90,1.5 hours,1
Working with Elasticsearch,Database Design & Development,Elasticsearch,3.4,36,261,Infinite Skills,1.2017,English,English [Auto],ג‚×179.90,ג‚×43.90,2.5 hours,1
Building Cross Platform Apps with Xamarin and C#,Mobile Development,Xamarin,4.4,36,402,Infinite Skills,1.2017,English,English [Auto],ג‚×179.90,ג‚×43.90,3.5 hours,1
Master Mean : Learn the fundamentals of Mean Stack,Web Development,MEAN Stack,4.1,36,183,SkillBakery Studio,5.2017,English,English [Auto],ג‚×259.90,ג‚×43.90,4.5 hours,3
Getting Started with Python Web Scraping,Web Development,Web Scraping,4.4,36,190,Packt Publishing,5.2017,English,English [Auto],ג‚×349.90,ג‚×43.90,1.5 hours,None
Computational Thinking In Python,Programming Languages,Computational Thinking,4.1,36,"1,032",Sanjin Dedic,6.2017,English,English [Auto],ג‚×349.90,ג‚×43.90,5 hours,None
Constructing a Complete FileMaker 16 CRM - Part 2,Database Design & Development,FileMaker,4.6,36,179,John Mark Osborne,7.2017,English,English [Auto],ג‚×209.90,None,9.5 hours,None
Node.js - From Zero to Web App,Web Development,Node.Js,4.3,36,199,Stone River eLearning,7.2017,English,English [Auto],ג‚×349.90,ג‚×43.90,2.5 hours,1
JavaScript project Learn to create a memory Game and more,Web Development,JavaScript,3.8,36,"6,436",Laurence Svekis,8.2017,English,English,ג‚×329.90,ג‚×43.90,1.5 hours,1
Hibernate Interview Questions Preparation Course,Software Development Tools,Hibernate,3.3,36,678,KnowledgePowerhouse !,8.2017,English,English [Auto],ג‚×349.90,ג‚×43.90,1.5 hours,4
Game Dev Crash Course (Clickteam Fusion 2.5),Game Development,Clickteam,4.7,36,201,Danny James,3.2018,English,English [Auto],ג‚×179.90,None,6 hours,None
Basic HTML For Beginners: Build A Professional Web Pages,Web Development,HTML,4.2,36,"2,055",Michael Waknin,4.2018,English,English [Auto],ג‚×349.90,ג‚×43.90,1 hour,None
100 Usable WordPress Code Snippets for Themes & Plugins 2019,Web Development,WordPress,4.1,36,678,Bruce Chamoff,4.2018,English,English [Auto],ג‚×349.90,ג‚×43.90,7.5 hours,None
Amazon Web Services(AWS) for Beginners,Web Development,Amazon AWS,4,36,683,Rahul Rampurkar,6.2018,English,English [Auto],ג‚×105.90,ג‚×43.90,5.5 hours,None
Advanced Python Programming,Web Development,Python,4.2,36,"1,305",Programming Tut,7.2018,English,English [Auto],ג‚×209.90,ג‚×43.90,1.5 hours,None
Advanced Woocommerce - Step by Step,Web Development,WooCommerce,4.5,36,291,Walt Dombrowski,9.2018,English,English [Auto],ג‚×179.90,ג‚×43.90,2.5 hours,None
Complete Git and Github Course,Software Development Tools,Git,4.3,36,205,Igneus Technologies,9.2018,English,English [Auto],ג‚×349.90,ג‚×43.90,5.5 hours,2
Professional Node.js,Web Development,Node.Js,3.8,36,204,Packt Publishing,10.2018,English,English [Auto],ג‚×349.90,ג‚×43.90,4.5 hours,None
Mastering Relational Database Service (RDS) in Amazon (AWS),Database Design & Development,AWS Databases,4.5,36,263,Ayman Rabi,10.2018,English,English [Auto],ג‚×105.90,ג‚×43.90,6 hours,None
Software Engineering : Master Software Engineering in C#,Software Engineering,Software Engineering,4.4,36,"4,522",Luke's Programming School,11.2018,English,English [Auto],ג‚×349.90,ג‚×43.90,2.5 hours,None
Vagrant : Visualized Development Environments and Oracle,Database Design & Development,Vagrant,4.4,36,"18,897",Zulqarnain Hayat,11.2018,English,English [Auto],ג‚×209.90,ג‚×43.90,1.5 hours,None
Projects in iOS,Mobile Development,iOS Development,4,36,"8,268",Eduonix Learning Solutions,12.2018,English,English,ג‚×105.90,ג‚×43.90,13.5 hours,1
Projects in Android,Mobile Development,Android Development,1.6,36,"1,787",Eduonix Learning Solutions,12.2018,English,English [Auto],ג‚×209.90,ג‚×43.90,10.5 hours,1
